train_mae,train_rmse,train_mape,train_r2,val_mae,val_rmse,val_mape,val_wmape,val_r2,product_id,n_samples
1.6494598616897624,3.4330982871576112,1.3619339744044339,0.9926280951341896,5.303172926351783,7.370214274661554,7.2403060949626274,5.938652042751302,0.9133325792820769,PROD_0001,689
0.5264846182022055,1.214855742746462,0.5567101557995896,0.998708516883816,2.776249872299299,3.797156468163518,4.591364978136618,4.748392415792808,0.9294581382139958,PROD_0002,689
4.7570676823715,8.818719454345407,2.8874047200838255,0.9829752325159832,9.016309682979845,12.556472004415864,6.922263229569979,6.055070718471757,0.9391905697369314,PROD_0003,689
2.4974017314367547,4.706303603099764,1.1365977791482096,0.9957961758293207,7.97057705944526,10.400586388713249,5.085128177550356,4.9174504960100895,0.9233118841949036,PROD_0004,689
0.6210081242569829,1.1783544072871628,0.5428553886391215,0.9988250884246959,4.108941763428007,5.398836975313874,5.508303448074518,5.265410360019052,0.9084775486429034,PROD_0005,689
6.025020555561744,10.694978016734582,2.801376836857217,0.9879488622468511,12.131061208682377,17.656364582620842,8.726859569561334,8.237288786625127,0.8807523880946734,PROD_0006,689
2.0108410190623536,3.6878012982910655,1.4492102727399805,0.9948134262948641,4.083209105150855,5.154381423729605,5.17010492690932,5.1810655497422164,0.9160590797576267,PROD_0007,689
2.1794977928453556,4.020497502807257,1.5992402819629012,0.9960349815084764,8.710804209985463,13.494821391104827,10.149268453934932,7.629820195435127,0.8785950513492322,PROD_0008,689
0.3688268782238531,0.6072846631281712,1.59948084459103,0.9977778360951339,0.8086853780692652,1.0239503823703708,7.153865519964567,7.101916461249316,0.9361736397404349,PROD_0009,689
2.144049305786503,3.642650009450531,1.904051440963336,0.9934342694147535,4.32167678416479,6.035735676482221,6.381217080043444,6.129086122469733,0.9197964634449349,PROD_0010,689
0.763441088766707,1.3953054712855313,0.7354037841995257,0.9981416976175945,3.281036942726916,4.334619031436547,4.497422390609653,4.4927742244236635,0.9256000051076857,PROD_0011,689
0.14276090082278364,0.3490153171170568,1.0872452828084056,0.9960347536875185,0.6695011666911571,0.9488834098651191,7.387908813667342,6.405143843344171,0.9174318313957426,PROD_0012,689
2.3402835548990186,3.90781134155053,1.1465631618469414,0.9990240212640845,7.082104547621847,9.088459537159535,8.275643815369342,7.676015213798995,0.9455785248327131,PROD_0013,689
1.3570868660912276,2.365534411060105,0.6246667251220684,0.9989908631144394,8.307133794570076,10.440567520660837,5.783878035300661,5.54213455006623,0.9258714258730805,PROD_0014,689
0.5299023640532945,0.8884055211681714,1.4547138628559635,0.9956138032341606,1.5213834379410307,2.0693737965911887,6.781215275161916,6.168379135777484,0.9217822942895395,PROD_0015,689
3.2301094319182972,5.492179030750732,2.1466047304663545,0.9974369004966477,9.124518629963577,12.443278039054066,12.14901688555741,11.264837814769848,0.88734177032802,PROD_0016,689
1.2501735989832086,2.6804308150215386,0.8340343352281941,0.9969634252063846,7.076478721935078,11.182474877566777,6.0038955648894765,5.103588044351999,0.9266141914054973,PROD_0017,689
2.4828703778057752,4.700922253911655,1.3489360703172804,0.9975679704411622,6.873743265294635,9.306554298433065,7.671087998924422,7.709396867338232,0.9101212273787099,PROD_0018,689
0.879186812570627,1.4144214470958683,2.343840600332249,0.9956309845690627,1.4416181095967533,2.1486890258040634,8.286303060789752,7.931794418263262,0.9176396779527043,PROD_0019,689
0.926948459800666,2.098498778923197,0.7672153957326028,0.9986661994272205,4.1763613800638755,6.207536523430381,6.051000713221056,6.282656298108607,0.909756293620263,PROD_0020,689
